,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
1264,@rsbellmedia,Robert Scott Bell,25 sept. 2016,"Live from @VitalityBistro! Gulf War Syndrome vaccine, #GMO v Organic, kids garden! #gallbladder #radiology mishaps? http://www.robertscottbell.com/blog/live-from-vitality-bistro-gulf-war-syndrome-vaccine-related-gmo-vs-organic-dairy-let-the-kids-garden-qotd-gall-bladder-radiology-mishaps/ …",1,0,/rsbellmedia/status/780112380743208961,
1265,@AzarinMafatia,Azarin Mafatia,25 sept. 2016,"For a supposed ""dr"", she's ignorant on science. Anti fossil fuel, GMO and vaccine. All of which save millions per annum.",1,1,/AzarinMafatia/status/780055938338283522,
1266,@STFUnwo,?,25 sept. 2016,I don't trust the government. For good reason. I don't trust GMO or Monsanto or Forced vaccinations. All 4 good reasons,0,0,/STFUnwo/status/779991974141132800,
1267,@STFUnwo,?,25 sept. 2016,"I don't get the ""I love vaccinations and Eat sum #GMO crowd"" Oh yeah and Geo Engineering doesn't exist, because IDK?",0,0,/STFUnwo/status/779989061012295681,
1268,@queenAyacodoba1,queen Ayacodobae,24 sept. 2016,"America is Killing unarmed blacks in the streets, GMO, forced poison Vaccinations, Geoengineering-Chemtrails, Fracking, Mass incarcerations https://twitter.com/saul42/status/779640062359244800 …",0,0,/queenAyacodoba1/status/779641715942629376,
1269,@bobcatarts,🌨️ ❄️gato 🌨️frio ❄️ 🌨️,23 sept. 2016,I used to be all 100% against #GMO foods  but if I can trust the science on #vaccinations then why throw it out on anything else?,0,2,/bobcatarts/status/779453342812483585,
1270,@STFUnwo,?,22 sept. 2016,@Tweek75 @Ddilsy @EtTuCarl @Gruntmaster6000 @Jkellyca Oh my god! People don't trust forced vaccinations or #GMO? https://youtu.be/btFJ451b_QA,0,0,/STFUnwo/status/779154746758270976,
1271,@KristineAz,Happy Holidays!!  🎅 🎄 🕎 🎁 🍬 🍾 🎉,22 sept. 2016,"Sure, they believe in #science. Except for #GMO's & #vaccinations. Little things like that. @timkaine @HillaryClinton",0,0,/KristineAz/status/779053609128374276,
1272,@avoiceforchoice,A Voice For Choice,22 sept. 2016,"University of Maryland, Baltimore's medical school began #Zika vaccine testing #ZikaVirus #DNA #GMO #Vaccineshttp://www.dbknews.com/2016/09/21/university-of-maryland-medical-school-testing-zika-vaccine/ …",1,0,/avoiceforchoice/status/778984223357022209,
1273,@AutismWarriorNY,AutismWarriorNY,21 sept. 2016,GMO food pesticides vaccine with food proteins no doubt allergy epidemic which opens the door so pharma cash in more https://twitter.com/doctorsensation/status/778688480507342848 …,0,0,/AutismWarriorNY/status/778773116906565632,
1274,@STFUnwo,?,21 sept. 2016,Happy to be against forced vaccinations & #gmo. Because the government & the people at those corporations have no integrity,0,0,/STFUnwo/status/778750814538100736,
1275,@nash90025,Dowlut Nawshad,21 sept. 2016,Burn down Mansanto destroy all GMO'S and stop this evil minion Billgates and his evil vaccine&Bilderbergs sh*t  in Africa.. solve!,0,0,/nash90025/status/778555300269920256,
1276,@Kbethery,KBB-8,20 sept. 2016,"Y'all, I made the mistake of reading posts from anti-vaxers... did you know the gov't is using ""gmo mosquitoes"" to give us a zika vaccine?",0,0,/Kbethery/status/778359786341490688,
1277,@mem_somerville,mem_somerville | Wossamotta U,20 sept. 2016,"""March Against Monsanto"" Is Now an Anti-Vaccine, Conspiracy Movement http://acsh.org/news/2016/09/19/march-against-monsanto-now-anti-vaccine-conspiracy-movement-10186 … Now? #GMO #vaccines",11,14,/mem_somerville/status/778321583073026048,
1278,@fenvirofficial,Fenvir,20 sept. 2016,GENETICALLY MODIFIED COWS COULD LEAD TO MERS VACCINE http://www.healthnutnews.com/genetically-modified-cows-could-lead-to-mers-vaccine/ … via @Health Nut News,0,265,/fenvirofficial/status/778284525147267073,
1279,@MitchellBartonJ,It's All Part of the Game,19 sept. 2016,"GMO's,  Chem trails,  mandatory vaccinations, Agenda 21, destroy the economy, enslave the masses through debt, dumbdown and create apathy.",1,0,/MitchellBartonJ/status/777997550854950912,
1280,@VACTRUTH,VacTruth.com,19 sept. 2016,"""The truth is that the GMO and vaccine agendas are the same; only, activists appear to think there is a difference."" http://fb.me/143zknpVj",7,8,/VACTRUTH/status/777929601439772676,
1281,@STFUnwo,?,18 sept. 2016,I'm not a fan of forced vaccinations. There are secret vaccine courts. That's a #FACT,0,0,/STFUnwo/status/777625556644921344,
1282,@liztelander,Elizabeth Wolford,17 sept. 2016,"It happened with the vaccine/autism cover-up. It is happening w/pesticides, it's happening w/GMO's, w/Monsanto's seeds, polluted air & water",0,0,/liztelander/status/777251489173549056,
1283,@MurrayFullerton,Merry Fullerton  🎄 🇻🇦 ⛪️,17 sept. 2016,"and anti fracking, anti vaccine, GMO bans and sex being changeable.",0,0,/MurrayFullerton/status/777248974637965312,
1284,@kevinfolta,Kevin Folta,17 sept. 2016,Weedkiller in your vaccines? Not so much. This week's podcast is your source to debunk these claims. #GMO #vaccine http://www.talkingbiotechpodcast.com/051-weed-killer-in-vaccines/ …,9,17,/kevinfolta/status/777190141802590209,Usuario Verificado
1285,@acubiz,AcuBiz Consulting,16 sept. 2016,Glyphosate in #Vaccines-Pigs fed by #GMO with glyphosate; gelatine from them used 4 Vaccine virus growth @EcoWatchhttp://rbl.ms/2c665s8,1,0,/acubiz/status/776997095714590720,
1286,@nessakp7,nessakp,16 sept. 2016,"ALL YOU KNOW ARE LIES YOUTUBE RESEARCH TOM HORN, G EDWARD GRIFFIN, NAOMI WOLF, ALEX JONES, CHEMTRAILS, TOXIC VACCINATIONS, TOXIC GMO FOODS,",0,0,/nessakp7/status/776804537508073473,
1287,@DrSinhaEsq,Michael Sinha MD JD,16 sept. 2016,"@FDA_MCMi Elizabeth Sadove discussing FDA role in Zika vaccine, diagnostic tests & genetically modified mosquitoes. #phlaw #FundZika #phlc16",0,2,/DrSinhaEsq/status/776758943024549888,
1288,@salmondine,Mark Dunbar,15 sept. 2016,"@SumerianSister 
this makes sense eggs are used in vaccine mfg///Feed the chicken GMO
genetic transference gut bacteria makes more",0,1,/salmondine/status/776615993682505729,
1289,@AlexanderPhilp,Alex T. Philp,15 sept. 2016,@_Four_Horsemen plenty of liberals who deny scientific evidence too. The anti GMO and anti vaccine crowd for example,0,0,/AlexanderPhilp/status/776524509805510656,
1290,@SunnyA161,Sunny Atta,15 sept. 2016,"Natural News has ID 5industries who can gain from Zika chemical co's vaccine makers, biotech industry (GMO  mosquitoes) & condom industry,",1,0,/SunnyA161/status/776458345989476352,
1291,@PrancingJeeves,Prancing Jeeves  🚴 ☃️,14 sept. 2016,Is GMO fearmongering the new fear vaccinations?,0,0,/PrancingJeeves/status/776175775699513344,
1292,@KarlFromTheNet,Karl,14 sept. 2016,@rebeccawatson She's also on the record being on the wrong side of the vaccine and GMO science. 2/2,0,0,/KarlFromTheNet/status/776128533894615040,
1293,@lacarmencitasd,done w twatter,14 sept. 2016,"chemical companies, vaccine makers, the biotech industry (GMO mosquitoes), Planned Parenthood &condom industry http://www.thedailysheeple.com/brazil-admits-zika-is-not-causing-birth-defects_092016 …",0,0,/lacarmencitasd/status/776088044050927620,
1294,@lacarmencitasd,done w twatter,14 sept. 2016,"5industries benefiting from the Zika virus implosion 
PParebthood biotech GMO mosquitos vaccine makers  http://www.thedailysheeple.com/brazil-admits-zika-is-not-causing-birth-defects_092016 …",0,0,/lacarmencitasd/status/776087930695655424,
1295,@KYOTA47153971,TAOABSOLUTE0817263544,13 sept. 2016,California recently ruled MANDATORY VACCINATIONS and the US Federal Government's refusal to restrict GMOs or even to allow GMO labeling.,1,1,/KYOTA47153971/status/775825795377803264,
1296,@Capture_Billing,Capture Billing,13 sept. 2016,FDA approves first GMO flu vaccine containing reprogrammed insect virus http://pinterest.com/pin/112801165646621222/ …,0,0,/Capture_Billing/status/775811160373420032,
1297,@JohnBrownsBody2,Joe Hill's Ghost #NoDAPL  ✊🏼 ✊🏽 ✊🏾,13 sept. 2016,"It's hard to find objective sources on it. The FDA says that GMO produce is safe...is this akin to the vaccine ""debate""?",0,0,/JohnBrownsBody2/status/775794530352238592,
1298,@ac_phila,Alex  ❤️ EC,13 sept. 2016,yep im liberal our climate change denying idiots are the GMO and vaccine truthers.,0,0,/ac_phila/status/775690100818776064,
1299,@daaronherman,Aaron,12 sept. 2016,This fool found a way to marry anti vaccine and anti gmo conspiracies! https://twitter.com/zenhoneycutt/status/775001531812761601 …,0,0,/daaronherman/status/775506232073412608,
1300,@welovegv,Stephan Neidenbach,12 sept. 2016,Now that Moms Across America has brought the GMO fight to vaccine advocates I want an Offit/Folta team up.,0,15,/welovegv/status/775380524760199168,
1301,@Milkabot,Viren D'souza™,12 sept. 2016,"On the plus side, at least we know where both the glyphosate/gmo and vaccine quacks will be, in the same place.",0,2,/Milkabot/status/775377228825817089,
1302,@XMaxNoelX,Max¯\_(ツ)_/¯Noel,11 sept. 2016,It better be Rainforest Alliance Certified or my non GMO anti vaccine family will not touch it.,0,1,/XMaxNoelX/status/775170444425097216,
1303,@kreativekonnect,Karen K,11 sept. 2016,why aren't factory farmed gmo fed animal parts used in vaccine? #nastyhttps://twitter.com/DrPaulApproved/status/722457287781195777 …,0,0,/kreativekonnect/status/775163434409324544,
1304,@gdofmnstrs,gdofmnstrs,11 sept. 2016,@DrJillStein Chemtrails are mass vaccinations to give everyone autism to justify sterilization through GMO foods @ FEMA camps,0,3,/gdofmnstrs/status/775075144389713924,
1305,@MatthewWolfff,The Force is With Matthew 🏳️‍🌈,11 sept. 2016,"Vaccine denial, GMO skepticism, and wifi demonization. What's one more batshit crazy belief? Go Jill! https://twitter.com/ianmolony/status/775072802365841408 …",0,0,/MatthewWolfff/status/775074392229412865,
1306,@DrSakthiMD,Dr.Sakthi Reggae,11 sept. 2016,"Some say its the vaccine,some say its GMO some really smart scientist still say genetic… https://www.instagram.com/p/BKOMuefj_eS/",0,0,/DrSakthiMD/status/775003662401888260,
1307,@circlehubb,Joe Stuart,10 sept. 2016,"Glyphosate Found in #Childhood #Vaccines http://goo.gl/3dEeC4  @JournaLines #gmo #monsanto #roundup #glyphosate, #vaccine #roundupready",1,2,/circlehubb/status/774796905775673345,
1308,@TwtNazi,كافر,9 sept. 2016,"IRS, forced vaccinations, GMO, chemtrails, indoctrination education system, police state
#AllSlaveryMattershttp://www.zerohedge.com/news/2016-09-09/georgetown-university …",0,0,/TwtNazi/status/774437196170264576,
1309,@MoMeetsAisha,💯RedGreenAlliance DotCom 🇬🇧,9 sept. 2016,"#ZikaVirus
#Rockefeller funded & patented. #BillGates funds GMO mosquitoes 4 delivery of 'vaccine' 
#NWO #Eugenicshttp://ln.is/5Bmgp",0,1,/MoMeetsAisha/status/774141086679695362,
1310,@nutriunify,NutriUnify,8 sept. 2016,"Fluoridation ranks with GMO‘s and tainted, forced vaccinations among the great crimes against humanity. http://fb.me/RBIf2e5Q",0,0,/nutriunify/status/774049975835631616,
1311,@arkanciscan,Jesse ☕Hattabaugh,8 sept. 2016,"Nuclear and GMO yes, but the vaccine thing isn't true",0,1,/arkanciscan/status/773979508038774784,
1312,@AdamRackis,Adam Rackis,8 sept. 2016,"*approaches* - not equals. Blowing the GMO dog whistle, the vaccine dog whistle, nuclear power, etc.",0,0,/AdamRackis/status/773979296012447744,
1313,@DavidBeKing,David Benjamin. King,7 sept. 2016,Sheeple = Following the masses. That would be you @kath2cats  :) #vaccine #debate #science #gmo,0,0,/DavidBeKing/status/773710069200396288,
1314,@Brockwaterson,Brock Waterson,7 sept. 2016,I think Trump is against gmo. However I think he's trying to get elected.  I also believe he is anti forced vaccinations.,0,0,/Brockwaterson/status/773705152423493632,
1315,@OneGreatGut,One Great Gut,7 sept. 2016,"GMO's, Vaccine's and Gut Health http://ow.ly/xqpf303ZCL5  #crohns #colitis #cancer #vaccines #gmos #gmo #vaccine pic.twitter.com/5Ru4eHrf0H",0,0,/OneGreatGut/status/773602649300230144,
1316,@coastx,Novus Starman,7 sept. 2016,"@redding_red @BoxingKangaroo Biowarfare - chemtrails, vaccinations, GMO, etc - is full spectrum eugenics.",4,1,/coastx/status/773523813858316289,
1317,@mem_somerville,mem_somerville | Wossamotta U,7 sept. 2016,When #GMO crazy meets #vaccine crazy. They give birth to Anthony Samsel. http://bit.ly/2bXZZtP,4,6,/mem_somerville/status/773515993943375873,
1318,@AngelasGardenA,angela c eisenhauer,6 sept. 2016,"Please everyone, refuse to use Disqus, it is a media collection agency, and they ban anyone anti GMO anti vaccine, with any real info.",1,1,/AngelasGardenA/status/773080314146988033,
1319,@Chadwick4Utah,Chadwick Fairbanks 3,5 sept. 2016,"#Putin is granting free land for agriculture, anti#GMO, anti#vaccine, paying #Russians to have babies - Enemy? Nopehttps://twitter.com/prisonplanet/status/772903219496353797 …",0,0,/Chadwick4Utah/status/772963392608833537,
1320,@bokkiedog,NickM,5 sept. 2016,I condemn loudly and frequently the EMF/vaccine/GMO/chemophobic hysterics that plague Paleo!,0,3,/bokkiedog/status/772927907228426240,
1321,@EducareConcept,Educaré,5 sept. 2016,"Numerous environmental factors, vaccinations, GMO's, gluten/casein, genetics, psychological factors, unknown forces #MultipleCauses #Autism",0,1,/EducareConcept/status/772875690223951872,
1322,@PKinbangkok,Piriyathep K,5 sept. 2016,"Probably, some Big Pharma vaccine and/or GMO anti-Zika mosquitos would  be the big payoff. Meanwhile, millions of dead bees.",0,0,/PKinbangkok/status/772751303315378176,
1323,@letitiaepepper,Letitia E. Pepper,4 sept. 2016,"whole work not yet consuming enough GMO; pop. control via many routes: food, vaccinations, more",0,0,/letitiaepepper/status/772487973673676800,
1324,@lisa_alba,🌹spirito ✨di ✨libertà,4 sept. 2016,#Australia have #approved license application from #BigPharma #PaxVax will allow them to intentionally release a #GMO #vaccine #Queensland,4,1,/lisa_alba/status/772466494559117314,
1325,@debnantz,Subpoena Thompson,4 sept. 2016,.@Biegenzahn @LaLaRueFrench75 Those Against #GMO's but Pro #Vaccine; Look at the #Science https://m.youtube.com/watch?v=k33iFXHlOnY … #Glyphosate #Roundup,3,1,/debnantz/status/772425395559948288,
1326,@fmanjoo,Farhad Manjoo (feat. Drake),3 sept. 2016,vaccine and gmo rejection is more a lefty issue,0,0,/fmanjoo/status/772196100438568960,Usuario Verificado
1327,@tyblorsion,Tyblorsion,3 sept. 2016,"Yeah, I'm pro vaccine and anti labelling GMO. No idea where I fall on felon voting.",0,1,/tyblorsion/status/772076381744336896,
1328,@GregInBaltimore,GregInBaltimore,3 sept. 2016,NZ to block ban of GMO's citing liver cancer vaccine?  But cancer has been cured/is preventable. Proof doing bidding of elite.,0,1,/GregInBaltimore/status/772039340012802048,
1329,@KELLI2L,KELLI2L,2 sept. 2016,... Than it (Microcephaly) must be Vaccine and/or GMO related!?,0,0,/KELLI2L/status/771849062366588928,
1330,@AyuAndiRatih,Andi Ratih,2 sept. 2016,Seeing toxins everywhere? You must be special! http://www.skepticalob.com/2016/08/seeing-toxins-everywhere-is-another-form-of-privilege.html … #pesticides #gmo #organic #vaccine,0,1,/AyuAndiRatih/status/771829262877913089,
1331,@_geoengineering,GeoEngineering,2 sept. 2016,"ADDENDUM...
#Vaccine
#Fukushima
#BillGates
#Monsanto
#FARMERS
#GMO
#Glyphosate
#Pesticides
#Autism
#Alzheimer
#NWOpic.twitter.com/ywiQnTdYx5",4,13,/_geoengineering/status/771606495251144704,
1332,@Kellenmoore23,Kellen Ⓥ,31 ago. 2016,I try to be open about everyone's views and beliefs on issues but being anti GMO or anti vaccine is just anti-intellectualism.,0,7,/Kellenmoore23/status/771139145603227648,
1333,@drfakename,drfakename,31 ago. 2016,sadly the misleading propaganda in the climate change & GMO episodes will discredit the truth to the evolution & vaccine episodes,0,0,/drfakename/status/771124166334394368,
1334,@MichaelGreenspa,. . . n,31 ago. 2016,"It ""will have episodes on 'vaccinations, genetically modified foods, and climate change.'""
Just what we need. https://twitter.com/WIRED/status/771031090026786817 …",0,0,/MichaelGreenspa/status/771040163975823360,
1335,@RebootBill,Bill Kays,31 ago. 2016,Organic cattle being pumped full of GMO vaccines-MEDICAL TYRANNY - MEDICAL TYRANNY- ORGANIC BEEF FULL OF GMO VACCINE http://www.naturalnews.com/055136_cattle_organic_beef_GMO_vaccines.html …,0,0,/RebootBill/status/770970372971855872,
1336,@giantcu92,Tal,30 ago. 2016,"@GirlFuturist this could stand for a lot of liberals I know as well, specifically the anti vaccine and anti GMO crowd.",0,1,/giantcu92/status/770843782468206592,
1337,@NewsFollowUp,NewsFollowUp.com,30 ago. 2016,"#newsfollowup http://goo.gl/06S0Wm  Zika Virus, GMO mosquitos, Bill Gates, ""Soft Kills"" & Vaccinations, Eugenics, & Disease Outbreaks",2,2,/NewsFollowUp/status/770693537776201728,
1338,@BfrazierBrenda,Borlaug Frazier,29 ago. 2016,"Much more than that. He travels around and speaks for them. He is doing a GMO/Vaccine class this fall for them,#sigmnd fraud",1,1,/BfrazierBrenda/status/770458713870233600,
1339,@ShelterSense,Organic Universe,29 ago. 2016,"Calls for transparency overhaul in research to combat corporate fraud in #GMO, #vaccine & #pharmaceutical studies http://bit.ly/1LTwiab",0,0,/ShelterSense/status/770414649787449344,
1340,@Random_1212,Imperfect Stranger,29 ago. 2016,"@AndyRichter @DrJillStein it's the wifi, gmo foods, or vaccinations. Pick one, Cocoa Puffs Stein, and blame it on that.",0,0,/Random_1212/status/770344052667486208,
1341,@FakeTimDean,Tim!,29 ago. 2016,Probably focusing on your crazy wifi/vaccine/GMO nonsense? https://twitter.com/DrJillStein/status/770237217570713600 …,0,2,/FakeTimDean/status/770321741612810240,
1342,@battielove,Emily WeNNceslas  🦇 ❤,28 ago. 2016,"Releasing genetically modified mosquitoes? Noooooo, nothing could go wrong with that. Cheez and rice, make a Zika vaccine!",0,0,/battielove/status/770030577193979908,
1343,@rosyna,Rosyna Keller,28 ago. 2016,"I haven't seen anything supporting that she's pro-science. She makes bogus claims about Wi-Fi, GMO, and vaccinations often.",0,0,/rosyna/status/770029220365996032,
1344,@Brockwaterson,Brock Waterson,27 ago. 2016,it's crazy a genius like yourself supports Monsanto poison gmo food and mandatory vaccinations.,0,0,/Brockwaterson/status/769770634859675648,
1345,@seanrateck1,Sean Rateck,27 ago. 2016,The GMO and Vaccine promoters online can be tied to these 2 friends pic.twitter.com/5nN8SHS7Cl,2,2,/seanrateck1/status/769623071229698048,
1346,@AlRobins2015,Ava,27 ago. 2016,Bilderberg plan to take over generations of children's minds. Common Core•GMO•Vaccinations•SJW•EPA•FEMA•GVMT•LIFE!!! https://twitter.com/alrobins2015/status/769514194941206528 …,1,2,/AlRobins2015/status/769544896667590656,
1347,@therealbiostate,Mark D. Whitaker,27 ago. 2016,#Zika:Brazil Admits (US's Profitable)#Microcephaly (Scare Pushing Vaccine Profits & GMO Mosquitoes) Is Not the Virus http://www.wakingtimes.com/2016/08/25/zika-brazil-admits-not-virus/ …,1,0,/therealbiostate/status/769515679032545280,
1348,@JanJohnsonFL,#HurricaneTrump2017,26 ago. 2016,So could... not taking #cancer causing #HPV vaccine... not eating #GMO'd foods... taking supplements. All robbing Big Pharma,0,0,/JanJohnsonFL/status/769122632461606912,
1349,@Jgriff55,Jesse Griffin,24 ago. 2016,"Geneticly modified organics!!!! ""GMO"" foods and vaccinations cause this!!!! And if your not autistic it gives you... http://fb.me/7Zt5quU6I",0,0,/Jgriff55/status/768508022465318912,
1350,@VBayes,val bayes,24 ago. 2016,Privileged zealots in silk pajamas- How little NGOs pretend to represent the people #NGOs #Farm2Table #vaccine #GMO https://risk-monger.com/2016/08/21/size-doesnt-matter-how-little-ngos-pretend-to-represent-the-people/ …,1,1,/VBayes/status/768485015726333954,
1351,@minzi8mango,Ina,23 ago. 2016,the money should be spent on a #Zika vaccine not on introducing a russian roulette genetically modified killer mosquito,0,2,/minzi8mango/status/768217600547520512,
1352,@BigZtehwuff,WOLF WHO RAGES LOVABLY AWWUUUuuuuuuuuuuUUUUUuuuuu!,23 ago. 2016,"book about GMO's, some vaccine conspiracy articles, bbq chicken wings, a trump dump bumper sticker and a Nintendo game cube :3",0,0,/BigZtehwuff/status/768211499634524160,
1353,@Brockwaterson,Brock Waterson,23 ago. 2016,"Clintons health is horrible, gmo foods have pesticides in them, there are way to many vaccinations. #media lies",0,0,/Brockwaterson/status/768069061154578434,
1354,@brooklynboy1,Richard Bookstaver,22 ago. 2016,this is a serious study. It shows the need to release the genetically modified mosquitos at once #Vaccine,0,0,/brooklynboy1/status/767850673300004864,
1355,@science2humans,Julie Wilkinson,22 ago. 2016,#GMO supporters should follow lead of #Vaccine educators. Address the emotions of those who fear #GMO https://twitter.com/iambiotech/status/767817918298091521 …,0,1,/science2humans/status/767846940436418560,
1356,@AyuAndiRatih,Andi Ratih,22 ago. 2016,Organic association and Anti vaccine go hand in hand to destroy scientists. http://www.marklynas.org/2016/08/anti-gmo-group-usrtk-attacks-uc-davis-scientists-refusing-answer-questions-anti-vaccination-links/ … #GMO #organic #ogm #bio #urstk #france2,2,1,/AyuAndiRatih/status/767837501310590976,
1357,@DerivativesDude,Derivatives Dude®  📈,21 ago. 2016,"In case you weren't aware, poison is everywhere. In our food (GMO), water (fluoride), medicine (vaccines), and more. #gmo #fluoride #vaccine",0,0,/DerivativesDude/status/767564730173038592,
1358,@Dal_Schnur,Dalmer schnur,21 ago. 2016,"Next Scheduled Genetically modified Mosquito release?
This upcoming Vaccine should Net Billions.......<after> being paid for by TAXES",0,1,/Dal_Schnur/status/767432310228676608,
1359,@rearRight,Christopher,20 ago. 2016,"Purge those who are anti GMO, anti vaccine, pro homeopathy, or current in celeb gossip from your team and life.",0,0,/rearRight/status/767245803136188420,
1360,@mosquito_PhD,Natasha Agramonte,20 ago. 2016,many who are anti-vaccine and GMO either believe that Zika is not really an issue or that 'home remedies' are preferable,0,1,/mosquito_PhD/status/767196439965495297,
1361,@YouAreAwesomeUR,Leverage Delivery,19 ago. 2016,"So many in a Chemtrail, GMO, Vaccine, MSM, Hollywood, Sports, Distracted, Uninformed, Survival Mode etc induced Coma. Tragic!",0,0,/YouAreAwesomeUR/status/766881449676910592,
1362,@cminmd,cminmd,19 ago. 2016,"1st, their is no vaccine for Zika. 2nd, the article is about residents opposing GMO mosquitos. Read, then comment.",0,0,/cminmd/status/766764009878151169,
1363,@Shoin2017,Shoshana,19 ago. 2016,Zika was made in labs to force mass vaccinations. It was first released in 2010 & in April Oxitec released GMO mosquitoes in FL,1,0,/Shoin2017/status/766760466899083264,
1364,@crosscutanne,Anne Miller  📊,19 ago. 2016,"Naled, GMO mozzies or vaccine? Mozzies breed other disease. I'd vote 4 GMO mozzie.  You?? @scopedbylarryhttps://twitter.com/okcfox/status/766691958916014080 …",0,0,/crosscutanne/status/766711613760167936,
1365,@powersmacintosh,Cynthia P MacIntosh,19 ago. 2016,@kelliwardaz what is your stance in mandatory vaccine and GMO labeling?,0,0,/powersmacintosh/status/766683451982393344,
1366,@johanges,Johan™ Strandberg,19 ago. 2016,"@PhyllisCopeland Some vaccines do contain a live virus that has been attenuated or genetically modified. E.g.,oral polio vaccine can infect.",0,1,/johanges/status/766653523589206016,
1367,@8826markb,Mark Gerrard,19 ago. 2016,And via GMO - forced vaccinations - fluoridation - bee genocide - impending thermonuclear war - fracking - HAARP... http://fb.me/1j0SPgGjM,0,0,/8826markb/status/766534886916169728,
1368,@queenAyacodoba1,queen Ayacodobae,18 ago. 2016,"Teachers, Doctors, Politicians, Ministers, Preachers are not talking about Mass Incarcerations, Vaccinations or Chemtrails or GMO's, why?",0,0,/queenAyacodoba1/status/766524218875875328,
1369,@daria_rylkova,daria ☭,18 ago. 2016,"findings that a particular vaccine or GMO is safe, doesn't mean that we should approve all or blindly trust ind",0,1,/daria_rylkova/status/766495074830000128,
1370,@andycutright,Andy Cutright,17 ago. 2016,"The left has a fair share of idiots that believe vaccinations are dangerous, and GMO's should be outlawed.",0,0,/andycutright/status/766162625830883329,
1371,@loraxofoz,East Eden Farms,17 ago. 2016,use trigger words like GMO and vaccine. They come out of the woodwork quick,0,1,/loraxofoz/status/766066893761441792,
1372,@suburbangrouse,JKo  ☃️,17 ago. 2016,"What she has done on the vaccine& gmo issues is pander ... like every other politician has to, eventually, do in our system",0,0,/suburbangrouse/status/765930398438285312,
1373,@trutherbotblue,trutherbotblue,16 ago. 2016,"Water fluoridation ranks with GMO's and tainted, forced vaccinations among the great crimes against humanity.",10,7,/trutherbotblue/status/765747483540545537,
1374,@MatthewWolfff,The Force is With Matthew 🏳️‍🌈,16 ago. 2016,"Wifi demonizing, GMO deriding, and vaccine denial, oh my! https://twitter.com/adirado29/status/765744869444771840 …",1,1,/MatthewWolfff/status/765746804591849476,
1375,@ZimJay,Zimfara Janus,16 ago. 2016,"interesting!  Could say today we all live in an untested #drug #vaccine & #GMO food camp. 
#Freedumb",5,6,/ZimJay/status/765581420664352768,
1376,@VaxChoiceVT,VaxChoice VT,16 ago. 2016,"USDA Begins Field Trials to Evaluate New Oral Rabies Vaccine in Wildlife - dropping live GMO vaccine by air
The... http://fb.me/znr8hIkG",0,0,/VaxChoiceVT/status/765549061781020672,
1377,@LisaSmi30580467,Lisa Smith,15 ago. 2016,#Vaccinations #NIAM16 forced suicide #ORGANIC #VolvoSummerEvent #wakeupamerica #GMO #GMOsAreGenocide #GMOsDepopulate #DemExit,0,0,/LisaSmi30580467/status/765343347087060993,
1378,@gmo_crops,GMO Crop News,15 ago. 2016,#GMO news: Penn DentalLed Team Develops Plantbased Polio Booster Vaccine http://ow.ly/BRkZ503vd19,0,0,/gmo_crops/status/765338300374736897,
1379,@azumayamagata,azuma yamagata,15 ago. 2016,"Issue of B type of  hepatitice vaccine comes from GMO yeast. People who has allegy by yeast, must be avoid. https://twitter.com/toshi2133/status/764758624153407488 …",7,5,/azumayamagata/status/765128546301771776,
1380,@Thetruenews1973,Long ching,14 ago. 2016,vaccine shot war Monsantos gmo food chemtrails   plane crashes ......,0,0,/Thetruenews1973/status/764894661827846144,
1381,@Thetruenews1973,Long ching,14 ago. 2016,Chemtrails vaccine shots monsantos gmo food war  plane crashes is part of the agenda 21  #NYC #London #bbcnews #Australia   #Rio2016 #Miami,2,1,/Thetruenews1973/status/764840494568472576,
1382,@samsondon5,Don Samson,13 ago. 2016,Talking to a Vaccine and GMO shill is not worth my time.,0,1,/samsondon5/status/764494736396685314,
1383,@Horse_Crimes,Wu-Tang Horse,12 ago. 2016,"I do not believe in Vaccine because all human immune to Disease naturally, no GMO",0,12,/Horse_Crimes/status/764234297113010177,
1384,@gr8b8,expert opinion haver,12 ago. 2016,Jill is anti vaccine and anti gmo. Don't like people who are anti science. Convince me otherwise tho https://twitter.com/racistmcshotfaz/status/764147542267494400 …,0,1,/gr8b8/status/764148095571505153,
1385,@lennypowers7,Leonard Powerston,12 ago. 2016,The troll is you and rest of the Vaccine and GMO promoters.  Its no secret.,0,0,/lennypowers7/status/764111852179755008,
1386,@lisa_alba,🌹spirito ✨di ✨libertà,11 ago. 2016,i would take NO NOTICE of #gmo just as good for you as vaccine,1,1,/lisa_alba/status/763876554543947776,
1387,@crapezous,Pro Boxing Fan,11 ago. 2016,Agreed but we also need vaccine and gmo. https://twitter.com/DrJillStein/status/763851512753770496 …,0,0,/crapezous/status/763861118678921217,
1388,@touchedinhead,Alannah,11 ago. 2016,"with pharma on GMO, pesticides and vaccinations. Agree with first two. But",0,0,/touchedinhead/status/763851229596360704,
1389,@Mondiablue,Mondia 🦄 🌈 🌹 💙 🎀 🌟 🐈,11 ago. 2016,"#Hilltrolls If you're gonna claim Jill stein is anti science,back it up,DON'T:
Repeat anti vaccine lie! 
Say GMO...And?
Say ""pandering"" lol",0,1,/Mondiablue/status/763710863412822017,
